PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM
J	RINDLER, W				RINDLER, W			LENGTH CONTRACTION PARADOX	AMERICAN JOURNAL OF PHYSICS			English	Article																	0	18	18	AMER INST PHYSICS	WOODBURY	CIRCULATION FULFILLMENT DIV, 500 SUNNYSIDE BLVD, WOODBURY, NY 11797-2999	0002-9505			AM J PHYS	Am. J. Phys.		1961	29	6					365	&		10.1119/1.1937789		0	Education, Scientific Disciplines; Physics, Multidisciplinary	Education & Educational Research; Physics	3381A	WOS:A19613381A00023		
J	CHOW, RH				CHOW, RH			SUPPLEMENTAL VIEWPOINTS OF RELATIVISTIC LENGTH CONTRACTION AND TIME DILATION HELPFUL TO TEACHING OF INTRODUCTORY SPECIAL RELATIVITY	AMERICAN JOURNAL OF PHYSICS			English	Note																	0	0	0	AMER INST PHYSICS	WOODBURY	CIRCULATION FULFILLMENT DIV, 500 SUNNYSIDE BLVD, WOODBURY, NY 11797-2999	0002-9505			AM J PHYS	Am. J. Phys.		1961	29	9					634	&		10.1119/1.1937865		0	Education, Scientific Disciplines; Physics, Multidisciplinary	Education & Educational Research; Physics	3384A	WOS:A19613384A00006		
J	WELLS, WH				WELLS, WH			LENGTH CONTRACTION PARADOX	AMERICAN JOURNAL OF PHYSICS			English	Letter																RINDLER W, 1961, AM J PHYS, V29, P365, DOI 10.1119/1.1937789	1	1	1	AMER INST PHYSICS	WOODBURY	CIRCULATION FULFILLMENT DIV, 500 SUNNYSIDE BLVD, WOODBURY, NY 11797-2999	0002-9505			AM J PHYS	Am. J. Phys.		1961	29	12					858	&		10.1119/1.1937641		0	Education, Scientific Disciplines; Physics, Multidisciplinary	Education & Educational Research; Physics	3376A	WOS:A19613376A00020		
J	SHAW, R				SHAW, R			LENGTH CONTRACTION PARADOX	AMERICAN JOURNAL OF PHYSICS			English	Letter																RINDLER W, 1961, AM J PHYS, V29, P365, DOI 10.1119/1.1937789	1	10	10	AMER INST PHYSICS	WOODBURY	CIRCULATION FULFILLMENT DIV, 500 SUNNYSIDE BLVD, WOODBURY, NY 11797-2999	0002-9505			AM J PHYS	Am. J. Phys.		1962	30	1					72	&		10.1119/1.1941907		0	Education, Scientific Disciplines; Physics, Multidisciplinary	Education & Educational Research; Physics	3386A	WOS:A19623386A00019		
J	RAAB, I				RAAB, I			ILLUSTRATIVE REPRESENTATION OF LORENTZ-EINSTEIN METRIC OF AN INERTIAL SYSTEM AND SOLUTION OF LENGTH CONTRACTION PARADOX	ACTA PHYSICA AUSTRIACA			English	Article																AHRENS T, 1961, AM J PHYS, V29, P34; RAAB I, 1963, THESIS INNSBRUCK; RINDLER W, 1961, AM J PHYS, V29, P365, DOI 10.1119/1.1937789; WELLS WH, 1961, AM J PHYS, V29, P858, DOI 10.1119/1.1937641	4	0	0	SPRINGER-VERLAG WIEN	VIENNA	SACHSENPLATZ 4-6, PO BOX 89, A-1201 VIENNA, AUSTRIA	0001-6713			ACTA PHYS AUSTRIACA			1966	24	3					210	&				0	Physics, Multidisciplinary	Physics	90498	WOS:A19669049800002		
J	GOLDFIEL.SA; RAYMOND, KN				GOLDFIEL.SA; RAYMOND, KN			AXIAL BOND LENGTH CONTRACTION IN CUX5 COMPLEXES - STRUCTURES OF HEXAAMMINECHROMIUM(III) PENTABROMOCUPRATE(II) AND HEXAAMMINECHROMIUM(III) TRIBROMODICHLOROCUPRATE(II)	INORGANIC CHEMISTRY			English	Article																ALLEN GC, 1967, INORG CHEM, V6, P4, DOI 10.1021/ic50047a002; BAILEY NA, 1970, CHEM COMMUN, P1103; BUSING WR, 1964, ACTA CRYSTALLOGR, V17, P142, DOI 10.1107/S0365110X64000408; CIAMPOLINI M, 1968, 11 P INT C COORD COM; CROMER DT, 1965, ACTA CRYSTALLOGR, V18, P17, DOI 10.1107/S0365110X6500004X; CROMER DT, 1968, ACTA CRYSTALL A-CRYS, VA 24, P321, DOI 10.1107/S0567739468000550; DUESLER EN, 1971, INORG CHEM, V10, P1486; FRENZ BA, 1969, INORG CHEM, V8, P1288, DOI 10.1021/ic50076a019; FUMI FG, 1964, J PHYS CHEM SOLIDS, V25, P45; FUMI FG, 1964, J PHYS CHEM SOLIDS, V25, P31, DOI 10.1016/0022-3697(64)90159-3; Long TV, 1970, INORG CHEM, V9, P459, DOI 10.1021/ic50085a006; IBERS JA, 1964, ACTA CRYSTALLOGR, V17, P781, DOI 10.1107/S0365110X64002067; JAIN PC, 1967, J AM CHEM SOC, V89, P724, DOI 10.1021/ja00979a065; JAIN PC, 1968, J AM CHEM SOC, V90, P519, DOI 10.1021/ja01004a072; MORI M, 1960, CHEM SOC JAP, V33, P985; RAYMOND KN, 1968, INORG CHEM, V7, P1111, DOI 10.1021/ic50064a012; RAYMOND KN, 1969, CHEM COMMUN, P1294; SHAFER JL, 1971, INORG CHEM, V10, P1799; SMITH DW, 1969, J CHEM SOC A, P2529, DOI 10.1039/j19690002529; STEWART RF, 1965, J CHEM PHYS, V42, P3175, DOI 10.1063/1.1696397; ZACHARIA.WH, 1965, ACTA CRYSTALLOGR, V18, P705, DOI 10.1107/S0365110X65001627	21	50	50	AMER CHEMICAL SOC	WASHINGTON	1155 16TH ST, NW, WASHINGTON, DC 20036	0020-1669			INORG CHEM	Inorg. Chem.		1971	10	11					2604	&		10.1021/ic50105a047		0	Chemistry, Inorganic & Nuclear	Chemistry	K7049	WOS:A1971K704900047		
J	PODLAHA, MF				PODLAHA, MF			LENGTH CONTRACTION AND TIME DILATATION IN SPECIAL THEORY OF RELATIVITY REAL OR APPARENT PHENOMENA	INDIAN JOURNAL OF THEORETICAL PHYSICS			English	Article									PHILOSOPH SEMINAR,34 GOTTINGEN,FED REP GER							Ives HE, 1938, J OPT SOC AM, V28, P215, DOI 10.1364/JOSA.28.000215; MANDELBERG HI, 1962, J OPT SOC AM, V52, P529, DOI 10.1364/JOSA.52.000529; OTTING G, 1939, Z PHYS, V40, P681; PODLAHA M, 1969, NUOVO CIMENTO B, V64, P181, DOI 10.1007/BF02710291; PODLAHA M, 1971, LETT NUOVO CIMENTO, V2, P601, DOI 10.1007/BF02780676; PODLAHA MF, 1974, INDIAN J THEOR PHYS, V22, P73; SYNGE JL, 1965, RELATIVITY; UENO Y, 1973, META PHYSICAL INVEST	8	9	9	INST THEORETICAL PHYSICS	CALCUTTA	4 1 MOHAN BAGAN LANE, CALCUTTA 700, INDIA	0019-5693			INDIAN J THEOR PHYS			1975	23	2					69	75				7	Physics, Multidisciplinary	Physics	AW792	WOS:A1975AW79200005		
J	PODLAHA, MF				PODLAHA, MF			DEBROGLIE WAVES, LENGTH CONTRACTION AND TIME DILATATION	INDIAN JOURNAL OF THEORETICAL PHYSICS			English	Article									INST PHILOSOPHY,GOETTINGEN,FED REP GER							DIRAC PAM, 1930, QUANTUM MECHANICS; KAR KC, 1968, INDIAN J THEOR PHYS, V16, P1; KAR KC, 1973, INDIAN J THEOR PHYS, V21, P1; PODLAHA M, 1969, NUOVO CIMENTO B, V64, P181, DOI 10.1007/BF02710291; PODLAHA MF, 1975, BRIT J PHILOS SCI, V26, P133, DOI 10.1093/bjps/26.2.133; PODLAHA MF, 1975, INDIAN J THEOR PHYS, V23, P69	6	11	11	INST THEORETICAL PHYSICS	CALCUTTA	4 1 MOHAN BAGAN LANE, CALCUTTA 700, INDIA	0019-5693			INDIAN J THEOR PHYS			1977	25	1					37	39				3	Physics, Multidisciplinary	Physics	DD886	WOS:A1977DD88600007		
J	DZHAFAROV, EN; ALLIK, J				DZHAFAROV, EN; ALLIK, J			THE LENGTH CONTRACTION IN MOTION PHENOMENON	PHYSIOLOGIA BOHEMOSLOVACA			English	Meeting Abstract									CZECHOSLOVAK ACAD SCI,INST PHYSIOL,CS-11142 PRAGUE 1,CZECHOSLOVAKIA; TARTU STATE UNIV,TARTU,ESTONIA,USSR			Allik, Juri/D-5609-2009					0	0	0	ACADEMIA	PRAGUE 1	PUBL HOUSE CZECH ACAD SCI VODICKOVA 40, PRAGUE 1, CZECH REPUBLIC 112 29	0014-1291			PHYSIOL BOHEMOSLOV			1984	33	6					524	525				2	Physiology	Physiology	ACT33	WOS:A1984ACT3300030		
J	SASTRY, GP				SASTRY, GP			IS LENGTH CONTRACTION REALLY PARADOXICAL	AMERICAN JOURNAL OF PHYSICS			English	Article										SASTRY, GP (reprint author), INDIAN INST TECHNOL,DEPT PHYS,QRS C1-97,KHARAGPUR 721302,W BENGAL,INDIA.						BILANIUK OM, 1962, AM J PHYS, V30, P718, DOI 10.1119/1.1941773; BOAS ML, 1961, AM J PHYS, V29, P283, DOI 10.1119/1.1937751; BRONOWSKI J, 1963, SCI AM, V208, P134; CAVALLERI G, 1978, AM J PHYS, V46, P108, DOI 10.1119/1.11106; COULTER BL, 1980, AM J PHYS, V48, P633, DOI 10.1119/1.12040; CRAWFORD FS, 1983, AM J PHYS, V51, P1146, DOI 10.1119/1.13327; CULLWICK EG, 1964, ELECTRICITY MAGNETIS; DARWIN CG, 1957, NATURE, V180, P976, DOI 10.1038/180976a0; Dewan E., 1959, American Journal of Physics, V27, DOI 10.1119/1.1996214; DEWAN EM, 1963, AM J PHYS, V31, P383, DOI 10.1119/1.1969514; DINGLE H, 1956, NATURE, V177, P782; DINGLE H, 1956, NATURE, V178, P680; EVETT AA, 1972, AM J PHYS, V40, P1170, DOI 10.1119/1.1986781; Evett A.A., 1960, American Journal of Physics, V28, DOI 10.1119/1.1935893; FEYNMAN R, 1964, FEYNMAN LECTURES PHY, V2; FEYNMAN RP, 1964, FEYNMAN LECTURES PHY, V1; Furry W.H., 1955, American Journal of Physics, V23, DOI 10.1119/1.1934085; GARDNER M, 1975, SCI AM, V232, P126; GOOD RH, 1982, AM J PHYS, V50, P232, DOI 10.1119/1.12862; HELLIWELL TM, 1983, AM J PHYS, V51, P996, DOI 10.1119/1.13351; HIRSHFELD AC, 1986, AM J PHYS, V54, P550, DOI 10.1119/1.14561; HOLSTEIN BR, 1982, AM J PHYS, V50, P887, DOI 10.1119/1.13002; HOLTON G, 1962, AM J PHYS, V30, P462, DOI 10.1119/1.1942062; HOYLE F, 1961, FRONTIERS ASTRONOMY; KUNDIG W, 1963, PHYS REV, V129, P2371, DOI 10.1103/PhysRev.129.2371; MARTINS RDA, 1978, AM J PHYS, V46, P667, DOI 10.1119/1.11227; MARX E, 1967, AM J PHYS, V35, P1127, DOI 10.1119/1.1973796; MCCREA WM, 1956, NATURE, V177, P784, DOI 10.1038/177784a0; MCCREA WH, 1956, NATURE, V178, P681, DOI 10.1038/178681a0; Moller C., 1972, THEORY RELATIVITY; NAWROCKI PJ, 1962, AM J PHYS, V30, P771, DOI 10.1119/1.1941785; NICKERSON JC, 1975, AM J PHYS, V43, P615, DOI 10.1119/1.9761; Panofsky W.K.H, 1962, CLASSICAL ELECTRICIT; Penrose R., 1959, Proceedings of the Cambridge Philosophical Society, V55; POST EJ, 1967, REV MOD PHYS, V39, P475, DOI 10.1103/RevModPhys.39.475; RINDLER W, 1961, AM J PHYS, V29, P365, DOI 10.1119/1.1937789; Rindler W, 1977, ESSENTIAL RELATIVITY; ROMAIN JE, 1963, AM J PHYS, V31, P576, DOI 10.1119/1.1969686; RUSSEL B, 1960, WORLD MATH, V3; Schiff LI, 1939, P NATL ACAD SCI USA, V25, P391, DOI 10.1073/pnas.25.7.391; SCOTT GD, 1965, AM J PHYS, V23, P534; SEARS FW, 1968, INTRO THEORY RELATIV; SHAW R, 1962, AM J PHYS, V30, P72, DOI 10.1119/1.1941907; Taylor E. F., 1966, SPACETIME PHYSICS; TAYLOR EF, 1983, AM J PHYS, V51, P889, DOI 10.1119/1.13372; Terletskii Y.P., 1968, PARADOXES THEORY REL; TERRELL J, 1959, PHYS REV, V116, P1041, DOI 10.1103/PhysRev.116.1041; Tolman R.C., 1934, RELATIVITY THERMODYN; Ugarov V. A., 1979, SPECIAL THEORY RELAT; UHLENBECK GE, 1976, PHYS TODAY, V29, P43; WEBSTER DL, 1963, AM J PHYS, V31, P590, DOI 10.1119/1.1969688; Weinstein R., 1960, American Journal of Physics, V28, DOI 10.1119/1.1935916; WEISSKOPF VF, 1960, PHYS TODAY, V13, P24	53	4	4	AMER INST PHYSICS	WOODBURY	CIRCULATION FULFILLMENT DIV, 500 SUNNYSIDE BLVD, WOODBURY, NY 11797-2999	0002-9505			AM J PHYS	Am. J. Phys.	OCT	1987	55	10					943	946		10.1119/1.14911		4	Education, Scientific Disciplines; Physics, Multidisciplinary	Education & Educational Research; Physics	K1014	WOS:A1987K101400028		
