PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM
J	FELDMAN, G; MATTHEWS, PT				FELDMAN, G; MATTHEWS, PT			POINCARE INVARIANCE PARTICLE FIELDS AND INTERNAL SYMMETRY	ANNALS OF PHYSICS			English	Article																BEG MAB, 1965, PHYS REV LETT, V14, P267, DOI 10.1103/PhysRevLett.14.267; BELL JS, 1965, NUOVO CIMENTO, V39, P1166, DOI 10.1007/BF02734548; CHARAP JM, 1965, PROC R SOC LON SER-A, V286, P300, DOI 10.1098/rspa.1965.0145; CHARAP JM, 1965, P ROY SOC          A, V290, P24; DASHEN RF, 1965, PHYS LETT, V17, P142, DOI 10.1016/0031-9163(65)90277-5; DELBOURGO R, 1965, HIGH ENERG PHYS, P455; FULTON T, 1965, PHYS LETT, V15, P177, DOI 10.1016/0375-9601(65)90237-9; FULTON T, 1965, PHYS LETT, V14, P57, DOI 10.1016/0031-9163(65)91050-4; GURSEY F, 1965, HIGHENERGY PHYSICS E, P697; GURSEY F, 1964, PHYS REV LETT, V13, P173, DOI 10.1103/PhysRevLett.13.173; HARARI H, 1965, HIGH ENERGY PHYSICS, P549; MICHEL L, 1965, PHYS REV, V137, pB405, DOI 10.1103/PhysRev.137.B405; ORAIFEAR.L, 1965, PHYS REV, V139, P1052; RUHL W, 1965, NUOVO CIMENTO, V38, P675; RUHL W, 1965, NUOVO CIMENTO, V37, P219; RUHL W, 1965, NUOVO CIMENTO, V37, P201; RUHL W, 1965, NUOVO CIMENTO, V37, P1629, DOI 10.1007/BF02783360; SAKITA B, 1964, PHYS REV LETT, V13, P643, DOI 10.1103/PhysRevLett.13.643; SAKITA B, 1964, PHYS REV B, V136, P1756; SAKITA B, 1965, PHYS REV, V139, P1355; SALAM A, 1965, P ROY SOC LONDON, VA284, P146; WEINBERG S, 1964, PHYS REV B, V133, P1318; WEINBERG S, 1965, PHYS REV, V139, pB597, DOI 10.1103/PhysRev.139.B597	23	29	29	ACADEMIC PRESS INC	SAN DIEGO	525 B ST, STE 1900, SAN DIEGO, CA 92101-4495	0003-4916			ANN PHYS-NEW YORK	Ann. Phys.		1966	40	1					19	&		10.1016/0003-4916(66)90232-6		0	Physics, Multidisciplinary	Physics	84656	WOS:A19668465600002		
J	MANN, RA				MANN, RA			CONSTRUCTION OF CLASSICAL MANY-PARTICLE DYNAMICS COMPATIBLE WITH POINCARE INVARIANCE	BULLETIN OF THE AMERICAN PHYSICAL SOCIETY			English	Meeting Abstract																HILL EL, 1951, REV MOD PHYS, V23, P257	1	0	0	AMER INST PHYSICS	WOODBURY	CIRCULATION FULFILLMENT DIV, 500 SUNNYSIDE BLVD, WOODBURY, NY 11797-2999	0003-0503			B AM PHYS SOC			1968	13	11					1378	&				0	Physics, Multidisciplinary	Physics	C0663	WOS:A1968C066300088		
J	SUVEGES, M				SUVEGES, M			IS POINCARE INVARIANCE COMPATIBLE WITH GENERAL RELATIVITY	ACTA PHYSICA ACADEMIAE SCIENTIARUM HUNGARICAE			English	Article																BEIGLBOCK W, 1964, Z PHYS, V179, P148, DOI 10.1007/BF01381251; BORUVKA O, 1960, GRUNDLAGEN GRUPPOID; BRANDT H, 1926, MATH ANN, V96, P36; LICHNEROWICZ A, 1962, THEORIE GLOBALES CON; SADEH D, 1968, SCIENCE, V159, P307, DOI 10.1126/science.159.3812.307; SADEH D, 1968, SCIENCE, V161, P567, DOI 10.1126/science.161.3841.567; SCHOUTEN JA, 1954, RICCI CALCULUS, pCH7; SUVEGES M, TO BE PUBLISHED; SUVEGES M, 1966, ACTA PHYS HUNG, V20, P51; SUVEGES M, 1966, PHYS LETT, V20, P265, DOI 10.1016/0031-9163(66)90357-X; SUVEGES M, 1966, ACTA PHYS HUNG, V20, P273; SUVEGES M, 1966, ACTA PHYS HUNG, V20, P41; SZEKERES G, 1968, NATURE, V220, P1116, DOI 10.1038/2201116a0; VUBLEN O, 1953, FOUNDATIONS DIFFEREN	14	2	2	AKADEMIAI KIADO	BUDAPEST	PO BOX 245, H-1519 BUDAPEST, HUNGARY	0001-6705			ACTA PHYS HUNG			1969	27	1-4					261	&				0	Physics, Multidisciplinary	Physics	F0871	WOS:A1969F087100021		
J	JAYARAMA.J				JAYARAMA.J			PROPER POINCARE INVARIANCE IN DETERMINATION OF ARBITRARY-SPIN WAVE-EQUATIONS - CONSTRAINTS FROM DISCRETE SYMMETRIES	NUOVO CIMENTO DELLA SOCIETA ITALIANA DI FISICA A-NUCLEI PARTICLES AND FIELDS			English	Article									UNIV MADRAS, DEPT THEORET PHYS, MADRAS, INDIA							Fierz M., 1939, Helvetica Physica Acta, V12; BARGMANN V, 1948, P NATL ACAD SCI USA, V34, P211, DOI 10.1073/pnas.34.5.211; BHABHA HJ, 1945, REV MOD PHYS, V17, P200, DOI 10.1103/RevModPhys.17.200; BHABHA HJ, 1949, REV MOD PHYS, V21, P451, DOI 10.1103/RevModPhys.21.451; Corson E. M., 1953, INTRO TENSORS SPINOR; Dirac P.A.M., 1936, Proceedings of the Royal Society of London, Series A (Mathematical and Physical Sciences), V155, DOI 10.1098/rspa.1936.0111; Fano U., 1959, IRREDUCIBLE TENSORIA; Fierz M, 1939, PROC R SOC LON SER-A, V173, P0211, DOI 10.1098/rspa.1939.0140; Fierz M., 1939, HELV PHYS ACTA, V173, p[297, 211]; FOLDY LL, 1956, PHYS REV, V102, P568, DOI 10.1103/PhysRev.102.568; HARISHCHANDRA, 1947, P ROY SOC          A, V192, P195; HARISHCHANDRA, 1947, PHYS REV, V71, P793, DOI 10.1103/PhysRev.71.793; MATHEWS PM, 1970, J MATH PHYS, V11, P1360, DOI 10.1063/1.1665268; MATHEWS PM, 1967, PHYS REV, V155, P1415, DOI 10.1103/PhysRev.155.1415; MATHEWS PM, 1971, LECTURES THEORETICAL; MATHEWS PM, 1966, PHYS REV, V143, P978, DOI 10.1103/PhysRev.143.978; MATHEWS PM, 1967, J MATH PHYS SCI MADR, V1, P197; MATHEWS PM, 1967, NUOVO CIMENT A, V50, P339, DOI 10.1007/BF02827742; Rarita W, 1941, PHYS REV, V60, P61, DOI 10.1103/PhysRev.60.61; SEETHARA.M, 1971, J MATH PHYS, V12, P1620, DOI 10.1063/1.1665784; SEETHARA.M, 1970, NUCL PHYS B, VB 19, P625, DOI 10.1016/0550-3213(70)90372-X; SEETHARA.M, 1972, J MATH PHYS, V13, P938, DOI 10.1063/1.1666090; SEETHARA.M, 1971, J MATH PHYS, V12, P835, DOI 10.1063/1.1665652; Shay D., 1965, Supplemento al Nuovo Cimento, V3; Takahashi Y., 1969, INTRO FIELD QUANTIZA; Umezawa H., 1956, QUANTUM FIELD THEORY; Weaver DL, 1964, PHYS REV           B, VB135, P241; WEINBERG S, 1964, PHYS REV B, V133, P1318	28	10	10	EDITRICE COMPOSITORI BOLOGNA	BOLOGNA	VIA STALINGRADO 97/2, I-40128 BOLOGNA, ITALY	1124-1861			NUOVO CIMENTO A	Nuovo Cimento Soc. Ital. Fis. A-Nucl. Part. Fields		1973	A 13	4					877	896		10.1007/BF02804156		20	Physics, Particles & Fields	Physics	P0449	WOS:A1973P044900003		
J	MAINLAND, GB; SUDARSHAN, ECG				MAINLAND, GB; SUDARSHAN, ECG			POINCARE INVARIANCE OF SPIN-3-2 FIELD IN PRESENCE OF A MINIMAL EXTERNAL ELECTROMAGNETIC-INTERACTION	PHYSICAL REVIEW D			English	Article									DUBLIN INST ADV STUDIES,DUBLIN 4,IRELAND; UNIV TEXAS,CTR PARTICLE THEORY,AUSTIN,TX 78712							Bjorken J. D., 1965, RELATIVISTIC QUANTUM; GUPTA SN, 1969, PHYS REV, V177, P1921, DOI 10.1103/PhysRev.177.1921; JOHNSON K, 1961, ANN PHYS-NEW YORK, V13, P126, DOI 10.1016/0003-4916(61)90030-6; MAINLAND GB, 1973, PHYS REV D, V8, P1088, DOI 10.1103/PhysRevD.8.1088; Rarita W, 1941, PHYS REV, V60, P61, DOI 10.1103/PhysRev.60.61; SCHWINGER J, 1951, PHYS REV, V82, P914, DOI 10.1103/PhysRev.82.914; SCHWINGER J, 1953, PHYS REV, V91, P713, DOI 10.1103/PhysRev.91.713; SCHWINGER J, 1953, PHYS REV, V91, P728, DOI 10.1103/PhysRev.91.728	8	9	9	AMERICAN PHYSICAL SOC	COLLEGE PK	ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA	0556-2821			PHYS REV D	Phys. Rev. D		1974	10	10					3343	3349		10.1103/PhysRevD.10.3343		7	Astronomy & Astrophysics; Physics, Particles & Fields	Astronomy & Astrophysics; Physics	V3133	WOS:A1974V313300023		
J	CELEGHINI, E; LUSANNA, L; SORACE, E				CELEGHINI, E; LUSANNA, L; SORACE, E			CURRENT-ALGEBRA - REAL QUARKS AND POINCARE INVARIANCE	NUOVO CIMENTO DELLA SOCIETA ITALIANA DI FISICA A-NUCLEI PARTICLES AND FIELDS			English	Article									UNIV FLORENCE, IST FIS, FLORENCE, ITALY; IST NAZL FIS NUCL, FLORENCE, ITALY							AMATI D, 1974, PHYS LETT          B, V48, P277; ANDREADIS P, 1974, LPTHE745 ORS PREPR; Bacry H., 1967, LECONS THEORIE GROUP; BARSELLA B, 1962, PHYS REV, V128, P451, DOI 10.1103/PhysRev.128.451; BOHM A, 1968, LECTURES THEORETICAL; BUCCELLA F, 1970, NUOVO CIMENTO A, V69, P133, DOI 10.1007/BF02728775; BUCCELLA F, 1974, LETT NUOVO CIMENTO, V10, P455, DOI 10.1007/BF02816884; BUCCELLA F, 1972, NUOV CIMEN S I FIS A, VA  7, P281, DOI 10.1007/BF02832830; CELEGHIN.E, 1973, NUOVO CIMENTO A, VA 18, P17, DOI 10.1007/BF02820834; CELEGHINI E, 1974, LETT NUOVO CIMENTO, V11, P116; CELEGHINI E, TH742 FLOR U PREPR; CHAKRABA.A, 1964, J MATH PHYS, V5, P1747, DOI 10.1063/1.1704097; DASHEN R, 1966, 1966 COR GABL C; de Alfaro V., 1973, CURRENTS HADRON PHYS; FOLDY LL, 1961, PHYS REV, V122, P275, DOI 10.1103/PhysRev.122.275; FOLDY LL, 1956, PHYS REV, V102, P568, DOI 10.1103/PhysRev.102.568; FOLDY LL, 1950, PHYS REV, V78, P29, DOI 10.1103/PhysRev.78.29; FRITZSCH H, 1971, P TEL AVIV C DUALITY; FRONSDAL C, 1965, 1965 SEM HIGH EN PHY; FUBINI S, 1966, ANN PHYS-NEW YORK, V39, P381, DOI 10.1016/0003-4916(66)90076-5; GARTENHAUS S, 1957, PHYS REV, V108, P842; GELLMANN M, 1972, 11 P INT U KERNPH SC; GELLMANN M, 1966, STRONG WEAK INTERACT; GURSEY F, 1972, NUOV CIMEN S I FIS A, VA 11, P225, DOI 10.1007/BF02728874; GURSEY F, 1964, PHYS REV LETT, V13, P173, DOI 10.1103/PhysRevLett.13.173; HIEGGELK.CJ, 1973, PHYS REV D, V7, P2390, DOI 10.1103/PhysRevD.7.2390; LEUTWYLER H, 1968, 7 P INT U KERNPH SCH; LEYAOUANC A, LPTHE7315 ORS PREPR; LIPKIN HJ, 1965, PHYS REV LETT, V14, P670, DOI 10.1103/PhysRevLett.14.670; MELOSH HJ, TO BE PUBLISHED; MELOSH HJ, 1973, THESIS CALTECH; MOUSSA P, 1968, 1966 HERCEG NOVI INT, V2; NEWTON TD, 1949, REV MOD PHYS, V21, P400, DOI 10.1103/RevModPhys.21.400; ORAIFEAR.L, 1965, PHYS REV LETT, V14, P332, DOI 10.1103/PhysRevLett.14.332; OSBORN H, 1968, PHYS REV, V176, P1514, DOI 10.1103/PhysRev.176.1514; Ottoson U., 1968, Communications in Mathematical Physics, V10, DOI 10.1007/BF01654236; RITUS VI, 1961, SOV PHYS JETP-USSR, V13, P240; ROSE ME, 1968, SPECTROSCOPIC GROUP	38	5	5	EDITRICE COMPOSITORI BOLOGNA	BOLOGNA	VIA STALINGRADO 97/2, I-40128 BOLOGNA, ITALY	1124-1861			NUOVO CIMENTO A	Nuovo Cimento Soc. Ital. Fis. A-Nucl. Part. Fields		1975	A 25	2					331	352		10.1007/BF02729051		22	Physics, Particles & Fields	Physics	V7235	WOS:A1975V723500012		
J	ACHARYA, R; NIGAM, BP				ACHARYA, R; NIGAM, BP			POINCARE INVARIANCE OF CHARGE-MONOPOLE COMPOSITES AND PARITY VIOLATION	LETTERE AL NUOVO CIMENTO			English	Article									ARIZONA STATE UNIV,DEPT PHYS,TEMPE,AZ 85281							GOLDHABER AS, 1976, PHYS REV LETT, V36, P1122, DOI 10.1103/PhysRevLett.36.1122; GOLDHABE.AS, 1965, PHYS REV, V140, P1407; HASENFRATZ P, 1976, PHYS REV LETT, V36, P1119, DOI 10.1103/PhysRevLett.36.1119; JACKIW R, 1976, PHYS REV LETT, V36, P1116, DOI 10.1103/PhysRevLett.36.1116; SAHA MN, 1949, PHYS REV, V75, P1968, DOI 10.1103/PhysRev.75.1968; SAHA MN, 1936, INDIAN J PHYS, V10, P145; SALAM A, 1966, PHYS LETT, V22, P683, DOI 10.1016/0031-9163(66)90704-9; SCHWEBER SS, 1962, INTRO RELATIVISTIC Q, P41; SCHWINGER J, 1966, PHYS REV, V144, pB804; STREATER RF, 1964, PCT SPIN STATISTICS, P131; SUDARSHAN ECG, 1962, LECTURES THEORETICAL, V2, P196; TAYLOR JG, 1967, PHYS REV LETT, V18, P713, DOI 10.1103/PhysRevLett.18.713; WEINBERG S, 1965, LECTURES PARTICLES F, V2, P425; WILSON HA, 1949, PHYS REV, V75, P309, DOI 10.1103/PhysRev.75.309	14	0	0	EDITRICE COMPOSITORI BOLOGNA	BOLOGNA	VIA STALINGRADO 97/2, I-40128 BOLOGNA, ITALY	0024-1318			LETT NUOVO CIMENTO			1976	17	10					351	353				3	Physics, Multidisciplinary	Physics	CL535	WOS:A1976CL53500005		
J	BARS, I; GREEN, F				BARS, I; GREEN, F			QCD IN AXIAL GAUGE - BOUNDARY TERMS AND POINCARE INVARIANCE	NUCLEAR PHYSICS B			English	Article										BARS, I (reprint author), YALE UNIV,DEPT PHYS,NEW HAVEN,CT 06520, USA.		Bars, Itzhak/A-3971-2008				' t Hooft G., 1976, PHYS REV LETT, V37, P8; ARNOWITT RL, 1962, PHYS REV, V127, P1821, DOI 10.1103/PhysRev.127.1821; BARDEEN WA, 1976, PHYS REV D, V14, P547, DOI 10.1103/PhysRevD.14.547; BARS I, 1978, PHYS REV D, V17, P537, DOI 10.1103/PhysRevD.17.537; BARS I, 1978, PHYS REV LETT, V40, P688, DOI 10.1103/PhysRevLett.40.688; BELAVIN AA, 1975, PHYS LETT B, V59, P85, DOI 10.1016/0370-2693(75)90163-X; CALLAN CG, 1976, PHYS REV D, V13, P1649, DOI 10.1103/PhysRevD.13.1649; CALLAN CG, 1976, PHYS LETT B, V63, P334, DOI 10.1016/0370-2693(76)90277-X; CHODOS A, COO3075183 YAL REP; COLEMAN S, HUTP78A004 PREPR; EINHORN MB, 1976, PHYS REV D, V14, P3451, DOI 10.1103/PhysRevD.14.3451; GRIBOV VN, 1977, 12TH WINT SCH LEN NU; Hooft G, 1974, NUCL PHYS          B, V72, P461; HOOFT GT, 1976, PHYS REV D, V14, P3432; KONETSCHNY W, 1975, NUCL PHYS B, V100, P106, DOI 10.1016/0550-3213(75)90228-X; Kummer W., 1961, Acta Physica Austriaca, V14; MANDELSTAM S, 1977, APS WASHINGTON M; MOHAPATR.RN, 1971, PHYS REV D, V4, P2215, DOI 10.1103/PhysRevD.4.2215; SCHWINGER J, 1963, PHYS REV, V130, P402, DOI 10.1103/PhysRev.130.402; YAO YP, 1964, J MATH PHYS, V5, P1319, DOI 10.1063/1.1704240	20	17	17	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0550-3213			NUCL PHYS B	Nucl. Phys. B		1978	142	1-2					157	176		10.1016/0550-3213(78)90407-8		20	Physics, Particles & Fields	Physics	FV264	WOS:A1978FV26400009		
J	VERDAGUER, E				VERDAGUER, E			APPROXIMATE POINCARE INVARIANCE OF THE POST-NEWTONIAN METRIC TENSOR AND GAUGE CONDITIONS	JOURNAL OF PHYSICS A-MATHEMATICAL AND GENERAL			English	Article										VERDAGUER, E (reprint author), UNIV WALES UNIV COLL CARDIFF,DEPT APPL MATH & ASTRON,CARDIFF CF1 1XL,S GLAMORGAN,WALES.		Verdaguer, Enric/M-3384-2014	Verdaguer, Enric/0000-0001-6548-1229			BEL L, 1970, ANN I H POINCARE A, V12, P307; Burke W., 1970, RELATIVITY, P209; BURKE WL, 1971, J MATH PHYS, V12, P401, DOI 10.1063/1.1665603; CHANDRAS.S, 1965, ASTROPHYS J, V142, P1488, DOI 10.1086/148432; CHANDRAS.S, 1967, PROC R SOC LON SER-A, V298, P123, DOI 10.1098/rspa.1967.0095; CHANDRAS.S, 1970, ASTROPHYS J, V160, P153, DOI 10.1086/150414; CURRIE DG, 1966, PHYS REV, V142, P817, DOI 10.1103/PhysRev.142.817; EHLERS J, 1976, ASTROPHYS J, V208, pL77, DOI 10.1086/182236; EINSTEIN A, 1938, ANN MATH, V39, P66; HILL RN, 1967, J MATH PHYS, V8, P201, DOI 10.1063/1.1705187; SPYROU N, 1975, ASTROPHYS J, V197, P725, DOI 10.1086/153562; SPYROU N, 1976, ASTROPHYS J, V209, P243, DOI 10.1086/154713; VERDAGUER E, 1978, ANN I H POINCARE A, V28, P379; WILL CM, 1974, EXPT GRAVITATION, P25	14	0	0	IOP PUBLISHING LTD	BRISTOL	DIRAC HOUSE, TEMPLE BACK, BRISTOL, ENGLAND BS1 6BE	0305-4470			J PHYS A-MATH GEN	J. Phys. A-Math. Gen.		1980	13	9					3011	3021		10.1088/0305-4470/13/9/028		11	Physics, Multidisciplinary; Physics, Mathematical	Physics	KK623	WOS:A1980KK62300028		
J	CREWTHER, RJ				CREWTHER, RJ			POINCARE INVARIANCE FOR THE MASTER FIELD ON QUANTUM CHROMODYNAMICS	CZECHOSLOVAK JOURNAL OF PHYSICS			English	Article										CREWTHER, RJ (reprint author), UNIV BERN,INST THEORET PHYS,CH-3012 BERN,SWITZERLAND.						THOOFT G, 1974, NUCL PHYS B, VB 72, P461; BANKS T, 1980, NUCL PHYS B, V167, P215, DOI 10.1016/0550-3213(80)90127-3; BROWN LS, 1979, NUCL PHYS B, V157, P285, DOI 10.1016/0550-3213(79)90508-X; BROWN MR, 1975, PHYS REV D, V11, P2124, DOI 10.1103/PhysRevD.11.2124; COLEMAN S, 1973, PHYS REV D, V7, P1888, DOI 10.1103/PhysRevD.7.1888; CREWTER RJ, 1981, 4 S EL PART PHYS KAZ; Dirac P. A. M., 1974, SPINORS HILBERT SPAC; GAIDUK AV, 1980, THEOR MATH PHYS+, V44, P795, DOI 10.1007/BF01029044; JEVICKI A, 1980, PHYS REV LETT, V44, P1443, DOI 10.1103/PhysRevLett.44.1443; LEUTWYLER H, 1981, NUCL PHYS B, V179, P129, DOI 10.1016/0550-3213(81)90252-2; LEUTWYLER H, 1980, PHYS LETT B, V96, P154, DOI 10.1016/0370-2693(80)90234-8; LEVINE H, 1980, HUTP80A076 HARV U PR; MAKEENKO YM, 1979, PHYS LETT B, V88, P135, DOI 10.1016/0370-2693(79)90131-X; MATINYAN SG, 1978, NUCL PHYS B, V134, P539, DOI 10.1016/0550-3213(78)90463-7; MIGDAL AA, 1978, UNPUB; NIELSEN NK, 1978, NUCL PHYS B, V144, P376, DOI 10.1016/0550-3213(78)90377-2; NIELSEN NK, 1978, PHYS LETT B, V79, P304, DOI 10.1016/0370-2693(78)90249-6; NIELSEN NK, 1977, PHYS LETT B, V66, P373, DOI 10.1016/0370-2693(77)90018-1; NOVIKOV VA, 1978, PHYS REP, V41, P1, DOI 10.1016/0370-1573(78)90120-5; PAGELS H, 1978, NEW FRONTIERS HIGH E, P559; PAGELS H, 1978, NUCL PHYS B, V143, P485, DOI 10.1016/0550-3213(78)90065-2; SAVVIDY GK, 1977, PHYS LETT B, V71, P133, DOI 10.1016/0370-2693(77)90759-6; SCHWAB P, UNPUB U BERN PREPRIN; SHIFMAN MA, 1979, NUCL PHYS B, V147, P385, DOI 10.1016/0550-3213(79)90022-1; SHIFMAN MA, 1979, NUCL PHYS B, V147, P448, DOI 10.1016/0550-3213(79)90023-3; SHIFMAN MA, 1979, NUCL PHYS B, V147, P519, DOI 10.1016/0550-3213(79)90024-5; t'Hooft G., 1976, PHYS REV D, V14, P3432, DOI 10.1103/PhysRevD.14.3432; THOOFT G, 1978, PHYS REV D, V18, P2199; WILSON KG, 1974, PHYS REV D, V10, P2445, DOI 10.1103/PhysRevD.10.2445; WITTEN E, 1980, NATO ADV I SERIES B, V59, P403	30	0	0	CZECHOSLOVAK JNL OF PHYSICS	PRAGUE	FYZIKALNI USTAV AV NA SLOVANCE 2, PRAGUE, CZECH REPUBLIC 180 40	0011-4626			CZECH J PHYS	Czech. J. Phys.		1982	32	4					389	402		10.1007/BF01596197		14	Physics, Multidisciplinary	Physics	NQ096	WOS:A1982NQ09600006		
